No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,clean_comment,Kode Label,Komentar_preprocessed,jumlah_kata,Kategori_Panjang
116.0,"#CaraSemestaBekerja

ada yang paham K.D.M.P ???
kalau ternyata ini adalah isyarat semesta untuk bapak aing .??? K.D.M lalu P nya ? Pelayan rakyat, Pemimpin, Presiden 
pasti ada orang orang yang mencintai beliau sampai ada di setiap desa 😊
maaf ""Ini saya melihat dari sudut pandang yang berbeda ""
Mungkin Cara Semesta Berkampanye 😅
rakyat indonesia pasti lebih banyak mendukung  KDMP maksudnya K.ang D.edi M.ulyadi P.residen ( selanjutnya)",Konten ofensif,Netral atau tidak terindikasi,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi dukungan, informasi, pertanyaan, atau tanggapan biasa mengenai program koperasi. Tidak terdapat tuduhan perbuatan yang menyerang nama baik individu maupun hasutan kebencian berbasis identitas.

",,"#carasemestabekerja ada yang paham k.d.m.p ??? kalau ternyata ini adalah isyarat semesta untuk bapak aing .??? k.d.m lalu p nya ? pelayan rakyat, pemimpin, presiden pasti ada orang orang yang mencintai beliau sampai ada di setiap desa 😊 maaf ""ini saya melihat dari sudut pandang yang berbeda "" mungkin cara semesta berkampanye 😅 rakyat indonesia pasti lebih banyak mendukung kdmp maksudnya k.ang d.edi m.ulyadi p.residen ( selanjutnya)",C0,"#carasemestabekerja ada yang paham k.d.m.p ??? kalau ternyata ini adalah isyarat semesta untuk bapak aing .??? k.d.m lalu p nya ? pelayan rakyat, pemimpin, presiden pasti ada orang orang yang mencintai beliau sampai ada di setiap desa 😊 maaf ""ini saya melihat dari sudut pandang yang berbeda "" mungkin cara semesta berkampanye 😅 rakyat indonesia pasti lebih banyak mendukung kdmp maksudnya k.ang d.edi m.ulyadi p.residen ( selanjutnya)",67,>20 kata
3689.0," @irinnesolihat  PKI ITU FPI,HTI",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"pernyataan ini tidak sekadar kritik, karena ada unsur serangan terhadap pribadi seseorang yang menjadi sasaran langsung komentar",,"@irinnesolihat pki itu fpi,hti",C3,"@irinnesolihat pki itu fpi,hti",4,1–5 kata
2546.0,"Mereka diem, mungkinkah wes di suap..?",Ambigu atau konteks tidak cukup,Netral atau tidak terindikasi,,pernyataannya belum menunjukkan unsur yang dapat dikategorikan sebagai penghinaan atau kebencian berdasarkan pedoman anotasi,,"mereka diem, mungkinkah wes di suap..?",C0,"mereka diem, mungkinkah wes di suap..?",6,6–10 kata
4239.0,"Bukan rabowo, memang pantas Prabowo hrs turun sblm indonesia dirusak prabowo",Kritik atau opini negatif,Kritik atau opini negatif,,"isi komentar lebih berupa kritik atau penilaian negatif terhadap kebijakan, kinerja, atau kondisi tertentu, bukan serangan personal",,"bukan rabowo, memang pantas prabowo hrs turun sblm indonesia dirusak prabowo",C1,"bukan rabowo, memang pantas prabowo hrs turun sblm indonesia dirusak prabowo",11,11–20 kata
759.0,"beginilah sebuah negara ditanggung jawabkan ke orang-orang yg ga kompeten, yang ada malah rusak luar dalem, naudzubillah, ga rela mereka cuma di siksa di akhirat nanti, pengen liat di dunia juga🤬",Kritik atau opini negatif,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menggunakan bahasa kasar atau merendahkan terhadap isi komentar. Bahasa ofensif saja tidak cukup untuk Pasal 27A tanpa tuduhan perbuatan tertentu, dan tidak cukup untuk Pasal 28 ayat (2) tanpa hasutan berbasis identitas.
",,"beginilah sebuah negara ditanggung jawabkan ke orang-orang yg ga kompeten, yang ada malah rusak luar dalem, naudzubillah, ga rela mereka cuma di siksa di akhirat nanti, pengen liat di dunia juga🤬",C2,"beginilah sebuah negara ditanggung jawabkan ke orang-orang yg ga kompeten, yang ada malah rusak luar dalem, naudzubillah, ga rela mereka cuma di siksa di akhirat nanti, pengen liat di dunia juga🤬",31,>20 kata
7290.0,"Tegakkan dulu hukum dengan tegas,biar manusia Manusia itu berkurang dan menutup niat dan kesempatan mereka untuk berbuat jahat lagi.
Apapun programnya,akan selalu ada manusia jahat yang mencari keuntungan/merusak pembangunan,",Kritik atau opini negatif,Kritik atau opini negatif,,Ajakan penegakan hukum yang tegas.,,"tegakkan dulu hukum dengan tegas,biar manusia manusia itu berkurang dan menutup niat dan kesempatan mereka untuk berbuat jahat lagi. apapun programnya,akan selalu ada manusia jahat yang mencari keuntungan/merusak pembangunan,",C1,"tegakkan dulu hukum dengan tegas,biar manusia manusia itu berkurang dan menutup niat dan kesempatan mereka untuk berbuat jahat lagi. apapun programnya,akan selalu ada manusia jahat yang mencari keuntungan/merusak pembangunan,",29,>20 kata
51.0,"Plusnya,
1. Ortu tau anaknya suka apa. Daripada MBG anak dipaksa makan yang dia ga suka. Lebih parah lagi, kalau anaknya ada alergi dipaksa makan.
2. Kalau memang kondisi ortu itu kurang dana bukan tidak ada dana buat kasi bekal, itu bisa menambah anggaran makanan tersebut. Jadi daripada 15rb, kalau ortunya mampu 10rb, ditambah 15 jadi 25rb. Makan anak jadi mewah.

Minusnya,
A. Transparan di uangnya ke mana, belum tentu transparan hasilnya bagaimana. Aku kasi orang uang rata2 bukan dipakai untuk semestinya, malah dipakai buat lainnya.
Contoh maksudnya harapannya ngasi 15rb buat bekal. Keluarnya tetap zonk. Duitnya diembat ortu buat tambal utang.
2. Justru harga jatuh makanannya tambah mahal, soalnya tidak bisa menerapkan economy of scale dalam pengadaan makanan.
Jadi apapun yang dibuat dalam jumlah besar itu jatuhnya lebih murah karena bisa dibuat masal. Ibarat belinya bahan bukan eceran, tapi grosir.

Menurutku dua-dua bisa sama-sama gagal 😂. Paling mending adalah kantin sekolah bersubsidi.
Kecurangan bisa terjadi, tapi auditnya bisa dilihat semua orang. Dari pihak ortu, sekolah, atau pemerintah.
Kasi anak jajan 5rb, tadi makan apa dek?
Nasi campur isi sayur sama ayam. Kan gitu, kalau ortu tanya.
Anak juga bisa pilih dia suka makan apa.
Dan kalau satu penjual itu curang, ya pindah ke yang lain. Dia jadi ga laku.
Subsidi ini itungnya untuk makanan yang terjual saja. Kalau ga terjual ga disubsidi.
Dan toko juga bole jual barang lain yang non subsidi. Seperti cemilan tambahan. Jadi ga serta merta 100% tergantung subsidi hidupnya.
Misal jual 10 nasi bungkus hpp 15rb, disubsidi 10rb.
100 permen harga 1rb tanpa subsidi.
Kalau 1 nasi bungkus kejual, anak bayar 5rb saja 10rb ditanggung pemerintah.
Habis sekolah tutup bole sisanya dijual di luar sekolah. Tanpa subsidi.",Kritik atau opini negatif,Kritik atau opini negatif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi kritik atau penilaian negatif terhadap pemerintah atau rezim. Sasarannya bersifat umum, berupa lembaga, jabatan, profesi, atau kelompok, bukan orang perseorangan tertentu; juga tidak ada hasutan kebencian berbasis identitas. Karena itu, tidak terindikasi kedua pasal.
",,"plusnya, 1. ortu tau anaknya suka apa. daripada mbg anak dipaksa makan yang dia ga suka. lebih parah lagi, kalau anaknya ada alergi dipaksa makan. 2. kalau memang kondisi ortu itu kurang dana bukan tidak ada dana buat kasi bekal, itu bisa menambah anggaran makanan tersebut. jadi daripada 15rb, kalau ortunya mampu 10rb, ditambah 15 jadi 25rb. makan anak jadi mewah. minusnya, a. transparan di uangnya ke mana, belum tentu transparan hasilnya bagaimana. aku kasi orang uang rata2 bukan dipakai untuk semestinya, malah dipakai buat lainnya. contoh maksudnya harapannya ngasi 15rb buat bekal. keluarnya tetap zonk. duitnya diembat ortu buat tambal utang. 2. justru harga jatuh makanannya tambah mahal, soalnya tidak bisa menerapkan economy of scale dalam pengadaan makanan. jadi apapun yang dibuat dalam jumlah besar itu jatuhnya lebih murah karena bisa dibuat masal. ibarat belinya bahan bukan eceran, tapi grosir. menurutku dua-dua bisa sama-sama gagal 😂. paling mending adalah kantin sekolah bersubsidi. kecurangan bisa terjadi, tapi auditnya bisa dilihat semua orang. dari pihak ortu, sekolah, atau pemerintah. kasi anak jajan 5rb, tadi makan apa dek? nasi campur isi sayur sama ayam. kan gitu, kalau ortu tanya. anak juga bisa pilih dia suka makan apa. dan kalau satu penjual itu curang, ya pindah ke yang lain. dia jadi ga laku. subsidi ini itungnya untuk makanan yang terjual saja. kalau ga terjual ga disubsidi. dan toko juga bole jual barang lain yang non subsidi. seperti cemilan tambahan. jadi ga serta merta 100% tergantung subsidi hidupnya. misal jual 10 nasi bungkus hpp 15rb, disubsidi 10rb. 100 permen harga 1rb tanpa subsidi. kalau 1 nasi bungkus kejual, anak bayar 5rb saja 10rb ditanggung pemerintah. habis sekolah tutup bole sisanya dijual di luar sekolah. tanpa subsidi.",C1,"plusnya, 1. ortu tau anaknya suka apa. daripada mbg anak dipaksa makan yang dia ga suka. lebih parah lagi, kalau anaknya ada alergi dipaksa makan. 2. kalau memang kondisi ortu itu kurang dana bukan tidak ada dana buat kasi bekal, itu bisa menambah anggaran makanan tersebut. jadi daripada 15rb, kalau ortunya mampu 10rb, ditambah 15 jadi 25rb. makan anak jadi mewah. minusnya, a. transparan di uangnya ke mana, belum tentu transparan hasilnya bagaimana. aku kasi orang uang rata2 bukan dipakai untuk semestinya, malah dipakai buat lainnya. contoh maksudnya harapannya ngasi 15rb buat bekal. keluarnya tetap zonk. duitnya diembat ortu buat tambal utang. 2. justru harga jatuh makanannya tambah mahal, soalnya tidak bisa menerapkan economy of scale dalam pengadaan makanan. jadi apapun yang dibuat dalam jumlah besar itu jatuhnya lebih murah karena bisa dibuat masal. ibarat belinya bahan bukan eceran, tapi grosir. menurutku dua-dua bisa sama-sama gagal 😂. paling mending adalah kantin sekolah bersubsidi. kecurangan bisa terjadi, tapi auditnya bisa dilihat semua orang. dari pihak ortu, sekolah, atau pemerintah. kasi anak jajan 5rb, tadi makan apa dek? nasi campur isi sayur sama ayam. kan gitu, kalau ortu tanya. anak juga bisa pilih dia suka makan apa. dan kalau satu penjual itu curang, ya pindah ke yang lain. dia jadi ga laku. subsidi ini itungnya untuk makanan yang terjual saja. kalau ga terjual ga disubsidi. dan toko juga bole jual barang lain yang non subsidi. seperti cemilan tambahan. jadi ga serta merta 100% tergantung subsidi hidupnya. misal jual 10 nasi bungkus hpp 15rb, disubsidi 10rb. 100 permen harga 1rb tanpa subsidi. kalau 1 nasi bungkus kejual, anak bayar 5rb saja 10rb ditanggung pemerintah. habis sekolah tutup bole sisanya dijual di luar sekolah. tanpa subsidi.",282,>20 kata
7038.0,Ada yang sedang menikmati kegaduan ini. dan duduk ongkang2 sambil tf menunggu pecahnya bangsa dan negara ini.,Konten ofensif,Kritik atau opini negatif,,Dugaan ada pihak yang sengaja menikmati kegaduhan nasional.,,ada yang sedang menikmati kegaduan ini. dan duduk ongkang2 sambil tf menunggu pecahnya bangsa dan negara ini.,C1,ada yang sedang menikmati kegaduan ini. dan duduk ongkang2 sambil tf menunggu pecahnya bangsa dan negara ini.,17,11–20 kata
702.0,Kau aja yang contoh ngapain nyuruh orang.bagus samamu sama orang belum tentu,Netral atau tidak terindikasi,Kritik atau opini negatif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi kritik atau opini negatif mengenai isi komentar. Tidak ada individu tertentu yang dituduh melakukan perbuatan konkret dan tidak ada hasutan kebencian berbasis identitas, sehingga tidak terindikasi kedua pasal.
 ",,kau aja yang contoh ngapain nyuruh orang.bagus samamu sama orang belum tentu,C1,kau aja yang contoh ngapain nyuruh orang.bagus samamu sama orang belum tentu,12,11–20 kata
178.0,"Saya senang mendengar penjelasan Grace Natalie. 
Semoga pilihan PSI Ganjar Pranoowo. Masak orang pintar macam Natalie tidak tau rekam jejak Prabowo. Kalau PSI merasa terpukul dengan sikap PDIP Sebetulnya itu bukan sikap PDIP lebih disebabkan sebagian kecil kadernya yang tidak elegant. 

Prabowo tau perassan PSI, justeru itu dia coba mencari ke beruntungan doang. Bukankah PDIP terang terang an mengatakan Prabowo melakukan politik ""pecah belah?"".  Jokowi. Ilik rakyat keseluruhannya, makanya tidak boleh terus terang menyatskan pilihan ke Ganjar Pranoowo, persoalannya, sebagian relawan ""salah baca"" mengira Jokowi dukung Prabowo. Tetapi Relawan yang  membaca Rekam jejak Prabowo tidak akan salah membaca Rekam jejak Prabowo. 

Kita juga mengaprisiasi kunjungan PSI kepada PDIP via mbak Puan Maharani. Perassan kami adalah perassan Bangsa Indonesia yang mencintai PSI dan PDIP, mengharapkan figur yang tepat untuk mengambil alih Tongkat Estafet Jokowi, sebagaimana harapan Grace juga yang sering kami dengar dari mulut anda, Grace Natalie ❤❤❤❤❤❤❤",Konten ofensif,Kritik atau opini negatif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menyampaikan penilaian atau kritik terhadap Jokowi dan Prabowo, tetapi tidak menuduhkan satu perbuatan konkret yang dapat diuji kebenarannya. Kritik atau opini negatif tidak otomatis menjadi Pasal 27A, dan tidak terdapat unsur Pasal 28 ayat (2).
",,"saya senang mendengar penjelasan grace natalie. semoga pilihan psi ganjar pranoowo. masak orang pintar macam natalie tidak tau rekam jejak prabowo. kalau psi merasa terpukul dengan sikap pdip sebetulnya itu bukan sikap pdip lebih disebabkan sebagian kecil kadernya yang tidak elegant. prabowo tau perassan psi, justeru itu dia coba mencari ke beruntungan doang. bukankah pdip terang terang an mengatakan prabowo melakukan politik ""pecah belah?"". jokowi. ilik rakyat keseluruhannya, makanya tidak boleh terus terang menyatskan pilihan ke ganjar pranoowo, persoalannya, sebagian relawan ""salah baca"" mengira jokowi dukung prabowo. tetapi relawan yang membaca rekam jejak prabowo tidak akan salah membaca rekam jejak prabowo. kita juga mengaprisiasi kunjungan psi kepada pdip via mbak puan maharani. perassan kami adalah perassan bangsa indonesia yang mencintai psi dan pdip, mengharapkan figur yang tepat untuk mengambil alih tongkat estafet jokowi, sebagaimana harapan grace juga yang sering kami dengar dari mulut anda, grace natalie ❤❤❤❤❤❤❤",C1,"saya senang mendengar penjelasan grace natalie. semoga pilihan psi ganjar pranoowo. masak orang pintar macam natalie tidak tau rekam jejak prabowo. kalau psi merasa terpukul dengan sikap pdip sebetulnya itu bukan sikap pdip lebih disebabkan sebagian kecil kadernya yang tidak elegant. prabowo tau perassan psi, justeru itu dia coba mencari ke beruntungan doang. bukankah pdip terang terang an mengatakan prabowo melakukan politik ""pecah belah?"". jokowi. ilik rakyat keseluruhannya, makanya tidak boleh terus terang menyatskan pilihan ke ganjar pranoowo, persoalannya, sebagian relawan ""salah baca"" mengira jokowi dukung prabowo. tetapi relawan yang membaca rekam jejak prabowo tidak akan salah membaca rekam jejak prabowo. kita juga mengaprisiasi kunjungan psi kepada pdip via mbak puan maharani. perassan kami adalah perassan bangsa indonesia yang mencintai psi dan pdip, mengharapkan figur yang tepat untuk mengambil alih tongkat estafet jokowi, sebagaimana harapan grace juga yang sering kami dengar dari mulut anda, grace natalie ❤❤❤❤❤❤❤",147,>20 kata
7956.0,"Bukan....mengganggu.....mas Bro...

Tapi...pak Amin Rais..sepertinya.....selalu....mengkritisi...setiap...kebijaakan.... Rezim / Presiden....agar...ttp lurus....sesuai dg Amanah UUD 1945...

Ma'af....

Mungkin....hanya....beda sudut pandang...sj.

Kalau....dari segi / bg....penguasa....bisa...disebut mengganggu....
Tapi....bg...pak Amin Rais....kebijakan2...Rezim....yg dianggab menyimpang....dan merugikan rakyat dan NKRI....maka perlu diluruskan / di kritisi....
Trims.❤",Ambigu atau konteks tidak cukup,Kritik atau opini negatif,,"Kritik pada pemerintah, tanpa ada ujaran kebencian",,bukan....mengganggu.....mas bro... tapi...pak amin rais..sepertinya.....selalu....mengkritisi...setiap...kebijaakan.... rezim / presiden....agar...ttp lurus....sesuai dg amanah uud 1945... ma'af.... mungkin....hanya....beda sudut pandang...sj. kalau....dari segi / bg....penguasa....bisa...disebut mengganggu.... tapi....bg...pak amin rais....kebijakan2...rezim....yg dianggab menyimpang....dan merugikan rakyat dan nkri....maka perlu diluruskan / di kritisi.... trims.❤,C1,bukan....mengganggu.....mas bro... tapi...pak amin rais..sepertinya.....selalu....mengkritisi...setiap...kebijaakan.... rezim / presiden....agar...ttp lurus....sesuai dg amanah uud 1945... ma'af.... mungkin....hanya....beda sudut pandang...sj. kalau....dari segi / bg....penguasa....bisa...disebut mengganggu.... tapi....bg...pak amin rais....kebijakan2...rezim....yg dianggab menyimpang....dan merugikan rakyat dan nkri....maka perlu diluruskan / di kritisi.... trims.❤,37,>20 kata
6149.0,33:20 mungkin bener makanya Prabowo ngomong kalo menteri2nya bagus semua. Hahaha,Ambigu atau konteks tidak cukup,Kritik atau opini negatif,,Sindiran terhadap menteri.,,33:20 mungkin bener makanya prabowo ngomong kalo menteri2nya bagus semua. hahaha,C1,33:20 mungkin bener makanya prabowo ngomong kalo menteri2nya bagus semua. hahaha,11,11–20 kata
7103.0,​ @ainurrofik2112 😂,Netral atau tidak terindikasi,Netral atau tidak terindikasi,,Emoji tertawa tanpa substansi.,,​ @ainurrofik2112 😂,C0,​ @ainurrofik2112 😂,3,1–5 kata
2780.0,Wadduh...kalau memang fakta pendidikan Gibran Durhakaning Nagara seperti itu ya jelas yg pengkhianat dan juahat pada rakyat bangsa dan negara adalah  Ki Jokobodoh karena memaksakan anaknya menjadi wapres dan kedepannya menjadi Presiden negara konoha....apa itu nggak gila ? Dan siapa saja yg mendukungnya tentu bisa disebut gerombolan pengkhianat bangsa dan negara !,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"komentar menyerang pribadi atau reputasi individu tertentu; karena objeknya personal, dasar anotasinya mengarah pada Pasal 27A UU No. 1 Tahun 2024",,wadduh...kalau memang fakta pendidikan gibran durhakaning nagara seperti itu ya jelas yg pengkhianat dan juahat pada rakyat bangsa dan negara adalah ki jokobodoh karena memaksakan anaknya menjadi wapres dan kedepannya menjadi presiden negara konoha....apa itu nggak gila ? dan siapa saja yg mendukungnya tentu bisa disebut gerombolan pengkhianat bangsa dan negara !,C3,wadduh...kalau memang fakta pendidikan gibran durhakaning nagara seperti itu ya jelas yg pengkhianat dan juahat pada rakyat bangsa dan negara adalah ki jokobodoh karena memaksakan anaknya menjadi wapres dan kedepannya menjadi presiden negara konoha....apa itu nggak gila ? dan siapa saja yg mendukungnya tentu bisa disebut gerombolan pengkhianat bangsa dan negara !,52,>20 kata
,"KDM presiden nya wakil nya pak Ahok ,, Indonesia maju",Ambigu atau konteks tidak cukup,Ambigu atau konteks tidak cukup,,Data tambahan kelas C4 berdasarkan karakteristik komentar ambigu,,"kdm presiden nya wakil nya pak ahok ,, indonesia maju",C4,"kdm presiden nya wakil nya pak ahok ,, indonesia maju",10,6–10 kata
3353.0,"Memang bener menggunakan dasar hukum, tapi yang di takutkan adalah masih adanya rasa dendam kepada TNI/Masyarakat yang di simpan oleh keturunan PKI ini, karena pada dasarnya manusia akan berusaha melindungi/membela seseorang yang dia cintai/sayangi dan itu sudah jadi Naluri Manusia",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"pernyataan ini tidak sekadar kritik, karena ada unsur serangan terhadap pribadi seseorang yang menjadi sasaran langsung komentar",,"memang bener menggunakan dasar hukum, tapi yang di takutkan adalah masih adanya rasa dendam kepada tni/masyarakat yang di simpan oleh keturunan pki ini, karena pada dasarnya manusia akan berusaha melindungi/membela seseorang yang dia cintai/sayangi dan itu sudah jadi naluri manusia",C3,"memang bener menggunakan dasar hukum, tapi yang di takutkan adalah masih adanya rasa dendam kepada tni/masyarakat yang di simpan oleh keturunan pki ini, karena pada dasarnya manusia akan berusaha melindungi/membela seseorang yang dia cintai/sayangi dan itu sudah jadi naluri manusia",40,>20 kata
3652.0,"Klw KDM, jadi RI 1 .. Semua wilayah di Indonesia di hijaukan.. Tambang yang merusak alam akan di  hentikan.. Intinya apapun yang merusak alam di negara ini akan di hentikan..",Kritik atau opini negatif,Kritik atau opini negatif,,"komentar menunjukkan ketidaksetujuan terhadap pihak atau situasi tertentu, tetapi belum ada unsur penghinaan personal yang cukup jelas",,"klw kdm, jadi ri 1 .. semua wilayah di indonesia di hijaukan.. tambang yang merusak alam akan di hentikan.. intinya apapun yang merusak alam di negara ini akan di hentikan..",C1,"klw kdm, jadi ri 1 .. semua wilayah di indonesia di hijaukan.. tambang yang merusak alam akan di hentikan.. intinya apapun yang merusak alam di negara ini akan di hentikan..",30,>20 kata
1267.0,"​ @Labib_1453 Reformasi yg gagal & kebablasan 👎 melenceng jauh dari cita2 awal.

Gw sendiri ngalamin langsung, disaat awal2 reformasi, optimisme dan harapan masyarakat menguat melambung tinggi thd era baru tsb. 
Pemerintahan Habibie diisi orang2 kompeten dan KKN nyaris tidak ada tdk terdengar.
Kondisi sosial-ekonomi negara sdh mulai pulih, membaik & tertata lagi.

Ketika Habibie digantikan gusdur, arah reformasi mulai melenceng. Pada bermunculan lagi KKN dimana2.

- Pemerintahan dan istana sangat pekat berbau perkoncoan. 
Para pejabat2 negara banyak diisi konco2 satu geng NGANU atau kerabat sanak sodara sendiri (ponakan2 gusdur pada menjabat mentri atau pejabat tinggi negara).
Istana negara jadi kayak warkop atau balai RT. 
Banyak orang2 gakjelas pada ngegembrong nongkrong di istana sambil gakjelas pada ngapain dan pada mau apa tuh orang2 tsb.

- Kasus2 korupsi & pungli pada marak bermunculan. Dari tingkat pusat, hingga ke keroco2nya di daerah2.
Kalo pengen urusan lancar dgn orang2 pelat merah, kudu siapin amplop coklat dibawah meja.

- Premanisme dan ormas2/LSM gakjelas pada marak bermunculan dimana2.
Gw inget bener, saat di era tsb mulai muncul tradisi baru tiap mo lebaran ato akhir tahun : pada nongol ngantri preman2 berseragam ormas nyodorin ""froposal"" permintaan dana THR dan tunjangan operasional buat ormas mereka.

- Cukong2 & boss2 kayu ilegal dan pembalakan liar SDA hutan, marak dimana2. 
Hutan2 lindung & kayu2 jati PERHUTANI dijarah habis2an oleh gerombolan yg mengikuti omongan Gusdur ""..ambil aja kayu itu, toh dulu yg menanamnya moyang kalian...gitu aja kok repoot"" 😂 
Polisi hutan /Jagawana tdk berdaya karena penjarahan tsb dibekingi oleh ormas loreng abal2 berkopiah.

Kerusakan alam paling parah dalam waktu paling singkat (dua tahun). Hutan2 pada gundul, banjir & longsor dimana2.

- Kemaksiatan dan kemerosotan tatanan moral & sosial dimana2.
Pada marak pentas2 dangdut seronok, dgn segala macem kreasi goyang seronoknya. Dari mulai goyang ngebor, goyang gergaji, goyang patah2, goyang dombret, segalamacem gakjelas.
Majalah2 dan koran2 cabul pada marak beredar di pinggir jalan atau dijajakan di lampu merah.

Era pemerintahan paling aji mumpung kampungan. Memalukan dan kemunduran di berbagai aspek berbangsa. 
.",Kritik atau opini negatif,Konten ofensif,,,,"​ @labib_1453 reformasi yg gagal & kebablasan 👎 melenceng jauh dari cita2 awal. gw sendiri ngalamin langsung, disaat awal2 reformasi, optimisme dan harapan masyarakat menguat melambung tinggi thd era baru tsb. pemerintahan habibie diisi orang2 kompeten dan kkn nyaris tidak ada tdk terdengar. kondisi sosial-ekonomi negara sdh mulai pulih, membaik & tertata lagi. ketika habibie digantikan gusdur, arah reformasi mulai melenceng. pada bermunculan lagi kkn dimana2. - pemerintahan dan istana sangat pekat berbau perkoncoan. para pejabat2 negara banyak diisi konco2 satu geng nganu atau kerabat sanak sodara sendiri (ponakan2 gusdur pada menjabat mentri atau pejabat tinggi negara). istana negara jadi kayak warkop atau balai rt. banyak orang2 gakjelas pada ngegembrong nongkrong di istana sambil gakjelas pada ngapain dan pada mau apa tuh orang2 tsb. - kasus2 korupsi & pungli pada marak bermunculan. dari tingkat pusat, hingga ke keroco2nya di daerah2. kalo pengen urusan lancar dgn orang2 pelat merah, kudu siapin amplop coklat dibawah meja. - premanisme dan ormas2/lsm gakjelas pada marak bermunculan dimana2. gw inget bener, saat di era tsb mulai muncul tradisi baru tiap mo lebaran ato akhir tahun : pada nongol ngantri preman2 berseragam ormas nyodorin ""froposal"" permintaan dana thr dan tunjangan operasional buat ormas mereka. - cukong2 & boss2 kayu ilegal dan pembalakan liar sda hutan, marak dimana2. hutan2 lindung & kayu2 jati perhutani dijarah habis2an oleh gerombolan yg mengikuti omongan gusdur ""..ambil aja kayu itu, toh dulu yg menanamnya moyang kalian...gitu aja kok repoot"" 😂 polisi hutan /jagawana tdk berdaya karena penjarahan tsb dibekingi oleh ormas loreng abal2 berkopiah. kerusakan alam paling parah dalam waktu paling singkat (dua tahun). hutan2 pada gundul, banjir & longsor dimana2. - kemaksiatan dan kemerosotan tatanan moral & sosial dimana2. pada marak pentas2 dangdut seronok, dgn segala macem kreasi goyang seronoknya. dari mulai goyang ngebor, goyang gergaji, goyang patah2, goyang dombret, segalamacem gakjelas. majalah2 dan koran2 cabul pada marak beredar di pinggir jalan atau dijajakan di lampu merah. era pemerintahan paling aji mumpung kampungan. memalukan dan kemunduran di berbagai aspek berbangsa. .",C2,"​ @labib_1453 reformasi yg gagal & kebablasan 👎 melenceng jauh dari cita2 awal. gw sendiri ngalamin langsung, disaat awal2 reformasi, optimisme dan harapan masyarakat menguat melambung tinggi thd era baru tsb. pemerintahan habibie diisi orang2 kompeten dan kkn nyaris tidak ada tdk terdengar. kondisi sosial-ekonomi negara sdh mulai pulih, membaik & tertata lagi. ketika habibie digantikan gusdur, arah reformasi mulai melenceng. pada bermunculan lagi kkn dimana2. - pemerintahan dan istana sangat pekat berbau perkoncoan. para pejabat2 negara banyak diisi konco2 satu geng nganu atau kerabat sanak sodara sendiri (ponakan2 gusdur pada menjabat mentri atau pejabat tinggi negara). istana negara jadi kayak warkop atau balai rt. banyak orang2 gakjelas pada ngegembrong nongkrong di istana sambil gakjelas pada ngapain dan pada mau apa tuh orang2 tsb. - kasus2 korupsi & pungli pada marak bermunculan. dari tingkat pusat, hingga ke keroco2nya di daerah2. kalo pengen urusan lancar dgn orang2 pelat merah, kudu siapin amplop coklat dibawah meja. - premanisme dan ormas2/lsm gakjelas pada marak bermunculan dimana2. gw inget bener, saat di era tsb mulai muncul tradisi baru tiap mo lebaran ato akhir tahun : pada nongol ngantri preman2 berseragam ormas nyodorin ""froposal"" permintaan dana thr dan tunjangan operasional buat ormas mereka. - cukong2 & boss2 kayu ilegal dan pembalakan liar sda hutan, marak dimana2. hutan2 lindung & kayu2 jati perhutani dijarah habis2an oleh gerombolan yg mengikuti omongan gusdur ""..ambil aja kayu itu, toh dulu yg menanamnya moyang kalian...gitu aja kok repoot"" 😂 polisi hutan /jagawana tdk berdaya karena penjarahan tsb dibekingi oleh ormas loreng abal2 berkopiah. kerusakan alam paling parah dalam waktu paling singkat (dua tahun). hutan2 pada gundul, banjir & longsor dimana2. - kemaksiatan dan kemerosotan tatanan moral & sosial dimana2. pada marak pentas2 dangdut seronok, dgn segala macem kreasi goyang seronoknya. dari mulai goyang ngebor, goyang gergaji, goyang patah2, goyang dombret, segalamacem gakjelas. majalah2 dan koran2 cabul pada marak beredar di pinggir jalan atau dijajakan di lampu merah. era pemerintahan paling aji mumpung kampungan. memalukan dan kemunduran di berbagai aspek berbangsa. .",331,>20 kata
