No,Komentar,Label Awal,Label Pakar,Pasal Dominan,Catatan,Unnamed: 6,Kode Label,jumlah_kata,jumlah_karakter,clean_comment,Komentar_clean,Komentar_preprocessed
4697.0,Hiduuuppp jaawaaaaa😎😎😎😎😎😎,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"ada kemungkinan komentar ini merupakan sindiran atau serangan, tetapi konteks yang tersedia belum mendukung kesimpulan tersebut",,C4,2.0,25.0,hiduuuppp jaawaaaaa😎😎😎😎😎😎,hidup jaawa😎,hidup jaawa😎
2902.0," @nasrifnasrif305  kasian org ngaco  di jadikan idola,virus roy udah  merenggut korban.",Konten ofensif,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"serangan dalam komentar berpusat pada individu, termasuk reputasi atau kehormatannya, sehingga lebih tepat dicatat sebagai indikasi penghinaan personal",,C3,11.0,87.0,"@nasrifnasrif305 kasian org ngaco di jadikan idola,virus roy udah merenggut korban.","kasian org ngaco di jadikan idola,virus roy udah merenggut korban.","kasihan orang mengaco di jadikan idola,virus roy sudah merenggut korban."
7198.0,"Sebenar nya ini adalah pengalihan isu pagar laut hahahaha,, kalau menurut gua",Netral atau tidak terindikasi,Kritik atau opini negatif,,Dugaan isu tertentu hanya pengalihan perhatian.,,C1,12.0,77.0,"sebenar nya ini adalah pengalihan isu pagar laut hahahaha,, kalau menurut gua","sebenar nya ini adalah pengalihan isu pagar laut hahahaha,, kalau menurut gua","sebenar nya ini adalah pengalihan isu pagar laut hahahaha,, kalau menurut saya"
3242.0,"Intinya, anak bangsa saat ini terutama para pejabat negara sekarang tak lagi mencintai bangsa & negaranya, mereka lebih mencintai harta dan jabatan kekuasaan",Konten ofensif,Konten ofensif,,"ada penggunaan kata yang kasar atau tidak sopan, namun serangannya belum jelas mengarah pada kehormatan individu atau identitas kelompok tertentu",,C2,23.0,157.0,"intinya, anak bangsa saat ini terutama para pejabat negara sekarang tak lagi mencintai bangsa & negaranya, mereka lebih mencintai harta dan jabatan kekuasaan","intinya, anak bangsa saat ini terutama para pejabat negara sekarang tak lagi mencintai bangsa & negaranya, mereka lebih mencintai harta dan jabatan kekuasaan","intinya, anak bangsa saat ini terutama para pejabat negara sekarang tak lagi mencintai bangsa & negaranya, mereka lebih mencintai harta dan jabatan kekuasaan"
2787.0,"Dan saya koq mau tidak percaya nyatanya begitu,
Jika percaya koq ya kebangetan , apakah otaknya sudah miring , apa ya bukti benar bahwa sudah tidak lagi ada iman dan moralnya ? .
Masak seorang bekas komandan jendral punya selingkuhan sejenis,
Dan sampai fital bukan saja di dlm negri namun sampai manca negara,
Betapa rasa malu manusia itu.
Apakah memang sudah tidak punya malu ? .",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,komentar tidak mengarah pada perendahan individu atau permusuhan terhadap kelompok berdasarkan identitas tertentu,,C0,66.0,381.0,"dan saya koq mau tidak percaya nyatanya begitu, jika percaya koq ya kebangetan , apakah otaknya sudah miring , apa ya bukti benar bahwa sudah tidak lagi ada iman dan moralnya ? . masak seorang bekas komandan jendral punya selingkuhan sejenis, dan sampai fital bukan saja di dlm negri namun sampai manca negara, betapa rasa malu manusia itu. apakah memang sudah tidak punya malu ? .","dan saya koq mau tidak percaya nyatanya begitu, jika percaya koq ya kebangetan , apakah otaknya sudah miring , apa ya bukti benar bahwa sudah tidak lagi ada iman dan moralnya ? . masak seorang bekas komandan jendral punya selingkuhan sejenis, dan sampai fital bukan saja di dlm negri namun sampai manca negara, betapa rasa malu manusia itu. apakah memang sudah tidak punya malu ? .","dan saya kok mau tidak percaya nyatanya begitu, jika percaya kok ya kebangetan , apakah otaknya sudah miring , apa ya bukti benar bahwa sudah tidak lagi ada iman dan moralnya ? . masak seorang bekas komandan jenderal punya selingkuhan sejenis, dan sampai fital bukan saja di dalam negeri namun sampai manca negara, betapa rasa malu manusia itu. apakah memang sudah tidak punya malu ? ."
2009.0,"MBG Dan Koperasi AkaL akalan Presiden Biar APBN Negara Bisa DiMaling, Buat Modal Pemilu 2029 Prabowo Butuh 1000Triliun .
Karena Anggaran Pemilu Kemarin Besar Sekali.",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"komentar berisi kritik atau ketidaksetujuan terhadap suatu kebijakan, tindakan, atau kondisi, tetapi tidak terlihat penghinaan personal yang jelas.",,C2,25.0,165.0,"mbg dan koperasi akal akalan presiden biar apbn negara bisa dimaling, buat modal pemilu 2029 prabowo butuh 1000triliun . karena anggaran pemilu kemarin besar sekali.","mbg dan koperasi akal akalan presiden biar apbn negara bisa dimaling, buat modal pemilu 2029 prabowo butuh 10triliun . karena anggaran pemilu kemarin besar sekali.","mbg dan koperasi akal akalan presiden biar apbn negara bisa dimaling, buat modal pemilu 2029 prabowo butuh 10triliun . karena anggaran pemilu kemarin besar sekali."
831.0,KerajaanMu datanglah atas bangsa ini.kuasa jahat  dihancurkan,Kritik atau opini negatif,Netral atau tidak terindikasi,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi dukungan, informasi, pertanyaan, atau tanggapan biasa mengenai isi komentar. Tidak terdapat tuduhan perbuatan yang menyerang nama baik individu maupun hasutan kebencian berbasis identitas.
",,C0,7.0,61.0,kerajaanmu datanglah atas bangsa ini.kuasa jahat dihancurkan,kerajaanmu datanglah atas bangsa ini.kuasa jahat dihancurkan,kerajaanmu datanglah atas bangsa ini.kuasa jahat dihancurkan
6168.0,Ingat!!! Jejak digital sangat kejam ya? Hari ini kalian berbohong. Tapi di masa yg akan datang kebohongan itu akan terbukti dan jejak digital inilah yg nantinya akan berdampak buruk untk kalian. Tdk ada kebohongan yg sempurnah,Kritik atau opini negatif,Kritik atau opini negatif,,Peringatan mengenai jejak digital dan kebohongan.,,C1,36.0,226.0,ingat!!! jejak digital sangat kejam ya? hari ini kalian berbohong. tapi di masa yg akan datang kebohongan itu akan terbukti dan jejak digital inilah yg nantinya akan berdampak buruk untk kalian. tdk ada kebohongan yg sempurnah,ingat! jejak digital sangat kejam ya? hari ini kalian berbohong. tapi di masa yg akan datang kebohongan itu akan terbukti dan jejak digital inilah yg nantinya akan berdampak buruk untk kalian. tdk ada kebohongan yg sempurnah,ingat! jejak digital sangat kejam ya? hari ini kalian berbohong. tetapi di masa yang akan datang kebohongan itu akan terbukti dan jejak digital inilah yang nantinya akan berdampak buruk untuk kalian. tidak ada kebohongan yang sempurnah
3470.0,"Sukses selalu to PSI semoga kelak bisa menjadi partai besar, partai yg bisa memperjuangkan aspirasi rakyat, partai yg bisa mendahulukan kepentingan rakyat",Konten ofensif,Netral atau tidak terindikasi,,tidak ada bagian yang secara jelas menyerang kehormatan seseorang atau mendorong kebencian terhadap kelompok tertentu,,C0,22.0,154.0,"sukses selalu to psi semoga kelak bisa menjadi partai besar, partai yg bisa memperjuangkan aspirasi rakyat, partai yg bisa mendahulukan kepentingan rakyat","sukses selalu to psi semoga kelak bisa menjadi partai besar, partai yg bisa memperjuangkan aspirasi rakyat, partai yg bisa mendahulukan kepentingan rakyat","sukses selalu tapi psi semoga kelak bisa menjadi partai besar, partai yang bisa memperjuangkan aspirasi rakyat, partai yang bisa mendahulukan kepentingan rakyat"
785.0,"Secara umum mungkin kurang,tapi di Kalsel bisa sangat kuat dan cukup bagi haji Isam basis kekuatan",Ambigu atau konteks tidak cukup,Netral atau tidak terindikasi,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar berisi dukungan, informasi, pertanyaan, atau tanggapan biasa mengenai isi komentar. Tidak terdapat tuduhan perbuatan yang menyerang nama baik individu maupun hasutan kebencian berbasis identitas.
",,C0,16.0,98.0,"secara umum mungkin kurang,tapi di kalsel bisa sangat kuat dan cukup bagi haji isam basis kekuatan","secara umum mungkin kurang,tapi di kalsel bisa sangat kuat dan cukup bagi haji isam basis kekuatan","secara umum mungkin kurang,tapi di kalsel bisa sangat kuat dan cukup bagi haji isam basis kekuatan"
4552.0,"ZMengapa kita mmang benar kita ini dlm merdeka dengan domokrsi yg digembar gemburkan ,tepi rakyat hanya mampu berdemontrasi.koropsi menjad jadi,,aneh? Sidtem pemilu harus duroba.yg memang benar2  hak rayat,harud diutamakan ,dripada wakil rakyat, klo tdk nampu RAKYAT  wajib mengambil ALI h  dari Wakilnya krena tampu menjalankan tugas yg BAK??? !!!",Kritik atau opini negatif,Kritik atau opini negatif,,"nada komentarnya memang cukup keras, tetapi fokus utamanya masih pada ketidaksetujuan dan kritik terhadap pihak atau kebijakan yang dibahas",,C1,49.0,348.0,"zmengapa kita mmang benar kita ini dlm merdeka dengan domokrsi yg digembar gemburkan ,tepi rakyat hanya mampu berdemontrasi.koropsi menjad jadi,,aneh? sidtem pemilu harus duroba.yg memang benar2 hak rayat,harud diutamakan ,dripada wakil rakyat, klo tdk nampu rakyat wajib mengambil ali h dari wakilnya krena tampu menjalankan tugas yg bak??? !!!","zmengapa kita mmang benar kita ini dlm merdeka dengan domokrsi yg digembar gemburkan ,tepi rakyat hanya mampu berdemontrasi.koropsi menjad jadi,,aneh? sidtem pemilu harus duroba.yg memang benar2 hak rayat,harud diutamakan ,dripada wakil rakyat, klo tdk nampu rakyat wajib mengambil ali h dari wakilnya krena tampu menjalankan tugas yg bak? !","zmengapa kita memang benar kita ini dalam merdeka dengan domokrsi yang digembar gemburkan ,tepi rakyat hanya mampu berdemontrasi.koropsi menjad jadi,,aneh? sidtem pemilu harus duroba.yg memang benar-benar hak rayat,harud diutamakan ,dripada wakil rakyat, kalau tidak nampu rakyat wajib mengambil ali h dari wakilnya karena tampu menjalankan tugas yang bak? !"
2285.0, @effendys2394  kata siapa hancur kalau kerja bisa makan,Kritik atau opini negatif,Ambigu atau konteks tidak cukup,,makna yang dimaksud penulis masih samar dan tidak cukup informasi untuk menghubungkannya dengan unsur penghinaan atau kebencian,,C4,8.0,56.0,@effendys2394 kata siapa hancur kalau kerja bisa makan,kata siapa hancur kalau kerja bisa makan,kata siapa hancur kalau kerja bisa makan
3655.0,"Semua tergantung pemimpin nya !
Mau aman mau kacau tetap dia yg menentukan !",Kritik atau opini negatif,Kritik atau opini negatif,,"isi komentar lebih berupa kritik atau penilaian negatif terhadap kebijakan, kinerja, atau kondisi tertentu, bukan serangan personal",,C1,14.0,76.0,semua tergantung pemimpin nya ! mau aman mau kacau tetap dia yg menentukan !,semua tergantung pemimpin nya ! mau aman mau kacau tetap dia yg menentukan !,semua tergantung pemimpin nya ! mau aman mau kacau tetap dia yang menentukan !
2619.0, @anehanehview  bukan jamannya lagi pakai politik identitas dan saya yakin rakyat Jakarta sudah pada pintar semua untuk memilih pemimpin yang punya integritas dan peduli terhadap rakyat kecil.,Kritik atau opini negatif,Kritik atau opini negatif,,"meski pilihan katanya bernada negatif, substansinya masih berupa kritik dan tidak menunjukkan serangan berbasis identitas kelompok",,C1,27.0,192.0,@anehanehview bukan jamannya lagi pakai politik identitas dan saya yakin rakyat jakarta sudah pada pintar semua untuk memilih pemimpin yang punya integritas dan peduli terhadap rakyat kecil.,bukan jamannya lagi pakai politik identitas dan saya yakin rakyat jakarta sudah pada pintar semua untuk memilih pemimpin yang punya integritas dan peduli terhadap rakyat kecil.,bukan jamannya lagi pakai politik identitas dan saya yakin rakyat jakarta sudah pada pintar semua untuk memilih pemimpin yang punya integritas dan peduli terhadap rakyat kecil.
2996.0,Entar dibilang antek-antek asing,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,,"ungkapan yang dipakai berpotensi merendahkan pihak tertentu, tetapi sasaran hukumnya belum terlihat cukup jelas dari komentar saja",,C3,4.0,32.0,entar dibilang antek-antek asing,entar dibilang antek-antek asing,nanti dibilang antek-antek asing
4929.0,Orde baru jilid ke 2. Polisi dan TNI di tarik masuk sipil semua. Semangat reformas udh di rusak,Kritik atau opini negatif,Kritik atau opini negatif,,"komentar ini menyampaikan rasa tidak puas atau pandangan negatif, namun belum terlihat penghinaan yang ditujukan secara personal",,C1,18.0,95.0,orde baru jilid ke 2. polisi dan tni di tarik masuk sipil semua. semangat reformas udh di rusak,orde baru jilid ke 2. polisi dan tni di tarik masuk sipil semua. semangat reformas udh di rusak,orde baru jilid ke 2. polisi dan tni di tarik masuk sipil semua. semangat reformas sudah di rusak
5792.0,"Peraturan Presiden N0 98 (PerPres) yg berlaku pada bulan Oktober Th 2018 yang initinya penghapun surat pengantar dari RT/RW Lurah/Camat  cukup datang ke Dinas Kependudukan untuk membuat KTP/KK/Akte Kelahiran  Keterangan Nikah dllnya ini memang Stateginya untuk PilPres Th 2019 dan benar Anak saya jadi ketua KPPS banysk warga yg gak jelas bisa Nyoblos di TPSnya  juga persiapan WNA dari China bisa jadi WNI tanpa susah payah dan punya rumah di PIK1 PIK2 dan di daerah Tegal/pemalang WNA Arab  gak bisa bahasa Indonesia bisa punya KTP kata Chanel Youtube Al Waha 
WallohuAalaam bhiSohawwab Tegal Jateng",Kritik atau opini negatif,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,Narasi yang menargetkan kelompok WNA asal China dan Arab dengan tuduhan yang dapat memicu prasangka berbasis identitas.,,C3,94.0,601.0,peraturan presiden n0 98 (perpres) yg berlaku pada bulan oktober th 2018 yang initinya penghapun surat pengantar dari rt/rw lurah/camat cukup datang ke dinas kependudukan untuk membuat ktp/kk/akte kelahiran keterangan nikah dllnya ini memang stateginya untuk pilpres th 2019 dan benar anak saya jadi ketua kpps banysk warga yg gak jelas bisa nyoblos di tpsnya juga persiapan wna dari china bisa jadi wni tanpa susah payah dan punya rumah di pik1 pik2 dan di daerah tegal/pemalang wna arab gak bisa bahasa indonesia bisa punya ktp kata chanel youtube al waha wallohuaalaam bhisohawwab tegal jateng,peraturan presiden n0 98 (perpres) yg berlaku pada bulan oktober th 2018 yang initinya penghapun surat pengantar dari rt/rw lurah/camat cukup datang ke dinas kependudukan untuk membuat ktp/kk/akte kelahiran keterangan nikah dllnya ini memang stateginya untuk pilpres th 2019 dan benar anak saya jadi ketua kpps banysk warga yg gak jelas bisa nyoblos di tpsnya juga persiapan wna dari china bisa jadi wni tanpa susah payah dan punya rumah di pik1 pik2 dan di daerah tegal/pemalang wna arab gak bisa bahasa indonesia bisa punya ktp kata chanel youtube al waha wallohuaalaam bhisohawwab tegal jateng,peraturan presiden n0 98 (perpres) yang berlaku pada bulan oktober tahun 2018 yang initinya penghapun surat pengantar dari rt/rw lurah/camat cukup datang ke dinas kependudukan untuk membuat ktp/kk/akte kelahiran keterangan nikah dllnya ini memang stateginya untuk pilpres tahun 2019 dan benar anak saya jadi ketua kpps banysk warga yang tidak jelas bisa nyoblos di tpsnya juga persiapan wna dari china bisa jadi wni tanpa susah payah dan punya rumah di pik1 pik2 dan di daerah tegal/pemalang wna arab tidak bisa bahasa indonesia bisa punya ktp kata chanel youtube al waha wallohuaalaam bhisohawwab tegal jateng
108.0,Rabok pak... Biar tau susahnya rkayat,Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"Belum dapat ditentukan—konteks tidak cukup. Komentar mengandung dugaan, sindiran, atau rujukan mengenai isi komentar, tetapi sasaran individu atau peristiwa yang dimaksud tidak cukup jelas dari teks saja. Konteks video, utas percakapan, dan identitas pihak yang dituju diperlukan sebelum menentukan pasal.
",,C4,6.0,37.0,rabok pak... biar tau susahnya rkayat,rabok pak. biar tau susahnya rkayat,rabok pak. biar tahu susahnya rkayat
2587.0,Yaaa Allah Sang Maha Adil.... Tolonglah Nadiem dan generasi muda utk bangkit membangun Indonesia yang benar adil makmur....sadar kan dan Singkirkan orang2 yg mendzolimi Nadiem Ibam dan orang2 yg ingin Indonesia baik... Singkirkan orang2 jahat... Kami sangat sediih sekali dg kondisi profesional yg dikriminalisasi....,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Netral atau tidak terindikasi,,komentar tidak mengarah pada perendahan individu atau permusuhan terhadap kelompok berdasarkan identitas tertentu,,C0,44.0,317.0,yaaa allah sang maha adil.... tolonglah nadiem dan generasi muda utk bangkit membangun indonesia yang benar adil makmur....sadar kan dan singkirkan orang2 yg mendzolimi nadiem ibam dan orang2 yg ingin indonesia baik... singkirkan orang2 jahat... kami sangat sediih sekali dg kondisi profesional yg dikriminalisasi....,ya allah sang maha adil. tolonglah nadiem dan generasi muda utk bangkit membangun indonesia yang benar adil makmur.sadar kan dan singkirkan orang2 yg mendzolimi nadiem ibam dan orang2 yg ingin indonesia baik. singkirkan orang2 jahat. kami sangat sediih sekali dg kondisi profesional yg dikriminalisasi.,ya allah sang maha adil. tolonglah nadiem dan generasi muda untuk bangkit membangun indonesia yang benar adil makmur.sadar kan dan singkirkan orang-orang yang mendzolimi nadiem ibam dan orang-orang yang ingin indonesia baik. singkirkan orang-orang jahat. kami sangat sediih sekali dengan kondisi profesional yang dikriminalisasi.
2205.0,Baju aj salah disen... Jelek y .. apalagi kebijakan... Tinggal tunggu aj de...,Kritik atau opini negatif,Ambigu atau konteks tidak cukup,,"komentar berdiri sendiri tanpa konteks yang memadai; karena itu, belum dapat dipastikan apakah ungkapan tersebut dimaksudkan sebagai serangan atau hanya respons biasa.",,C4,13.0,78.0,baju aj salah disen... jelek y .. apalagi kebijakan... tinggal tunggu aj de...,baju aj salah disen. jelek y .. apalagi kebijakan. tinggal tunggu aj de.,baju saja salah disen. jelek ya .. apalagi kebijakan. tinggal tunggu saja de.
374.0,"Yang sangat bahaya untuk saat ini adalah PENGHIANAT BANGSA, mereka bisa bersembunyi di balik jabatan, seragam bahkan sorban, PENJAHAT2 INI SULIT TERDEKTESI,  karena selalu berteriak NKRI HARGA MATI, tapi mereka mati2an meraup kekayaan dan menjualnya ke ASING DAN ASENG...
KAMI MEMOHON KEPADA PRAJURIT2 TNI YG JUJUR DAN MASIH SETIA  BERADA DI BARISAN DEPAN BENTENG NKRI INI, BERJUANGLAH SEBAGAI KSATRIA SEJATI, WALAUPUN KINI MEREKA MEMBOM DGN HARTA DAN JABATAN, SELALU PEGANG TEGUH, ISTIQOMAH DALAM MEMPERJUANGANKAN KEDAULATAN BANGSA INI...",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"Tidak terindikasi Pasal 27A maupun Pasal 28 ayat (2). Komentar menyebut unsur identitas dalam pembahasan tentang TNI, tetapi tidak berisi hasutan, ajakan, atau upaya memengaruhi orang lain untuk membenci kelompok tersebut dan tidak terlihat risiko nyata diskriminasi, permusuhan, atau kekerasan. Karena itu, Pasal 28 ayat (2) tidak terindikasi. Bahasa yang dipakai tetap dapat dinilai ofensif, tetapi belum memenuhi kedua pasal yang diuji.
",,C2,77.0,539.0,"yang sangat bahaya untuk saat ini adalah penghianat bangsa, mereka bisa bersembunyi di balik jabatan, seragam bahkan sorban, penjahat2 ini sulit terdektesi, karena selalu berteriak nkri harga mati, tapi mereka mati2an meraup kekayaan dan menjualnya ke asing dan aseng... kami memohon kepada prajurit2 tni yg jujur dan masih setia berada di barisan depan benteng nkri ini, berjuanglah sebagai ksatria sejati, walaupun kini mereka membom dgn harta dan jabatan, selalu pegang teguh, istiqomah dalam memperjuangankan kedaulatan bangsa ini...","yang sangat bahaya untuk saat ini adalah penghianat bangsa, mereka bisa bersembunyi di balik jabatan, seragam bahkan sorban, penjahat2 ini sulit terdektesi, karena selalu berteriak nkri harga mati, tapi mereka mati2an meraup kekayaan dan menjualnya ke asing dan aseng. kami memohon kepada prajurit2 tni yg jujur dan masih setia berada di barisan depan benteng nkri ini, berjuanglah sebagai ksatria sejati, walaupun kini mereka membom dgn harta dan jabatan, selalu pegang teguh, istiqomah dalam memperjuangankan kedaulatan bangsa ini.","yang sangat bahaya untuk saat ini adalah pengkhianat bangsa, mereka bisa bersembunyi di balik jabatan, seragam bahkan sorban, penjahat2 ini sulit terdektesi, karena selalu berteriak nkri harga mati, tetapi mereka mati2an meraup kekayaan dan menjualnya ke asing dan aseng. kami memohon kepada prajurit2 tni yang jujur dan masih setia berada di barisan depan benteng nkri ini, berjuanglah sebagai ksatria sejati, walaupun kini mereka membom dengan harta dan jabatan, selalu pegang teguh, istikamah dalam memperjuangankan kedaulatan bangsa ini."
4452.0," @lukmannulhakim735  se 7, gaji buruh aja cm 4 jt nympe mn itu duit byr kontrakn byr sklh buat mkn, krj setngh modar, yg duduk santai gajinya selangit",Konten ofensif,Konten ofensif,,"nada penyampaiannya cukup keras dan berpotensi menyinggung, tetapi belum ada dasar yang cukup untuk menyebutnya sebagai penghinaan atau ujaran kebencian",,C2,27.0,150.0,"@lukmannulhakim735 se 7, gaji buruh aja cm 4 jt nympe mn itu duit byr kontrakn byr sklh buat mkn, krj setngh modar, yg duduk santai gajinya selangit","se 7, gaji buruh aja cm 4 jt nympe mn itu duit byr kontrakn byr sklh buat mkn, krj setngh modar, yg duduk santai gajinya selangit","se 7, gaji buruh saja cuma 4 juta nympe mana itu duit bayar kontrakn bayar sekolah buat mkn, krj setngh modar, yang duduk santai gajinya selangit"
4673.0,"BPIP tinggal BPIP, berjalan enggak, dring2 Pancasila ? NKRI harga mati?   Mulut bicara hati nurani GK ada percumah, itu gaya komunis, maling teriak maling, dipikir pikir benar juga yg di katakan Rocky Gerung, memang cerdasnya",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 28 Ayat (2) UU ITE,"isi komentar menunjukkan kecenderungan merendahkan atau memusuhi kelompok berdasarkan identitas yang dilindungi, bukan sekadar kritik biasa",,C3,35.0,225.0,"bpip tinggal bpip, berjalan enggak, dring2 pancasila ? nkri harga mati? mulut bicara hati nurani gk ada percumah, itu gaya komunis, maling teriak maling, dipikir pikir benar juga yg di katakan rocky gerung, memang cerdasnya","bpip tinggal bpip, berjalan enggak, dring2 pancasila ? nkri harga mati? mulut bicara hati nurani gk ada percumah, itu gaya komunis, maling teriak maling, dipikir pikir benar juga yg di katakan rocky gerung, memang cerdasnya","bpip tinggal bpip, berjalan enggak, dring2 pancasila ? nkri harga mati? mulut bicara hati nurani tidak ada percumah, itu gaya komunis, maling teriak maling, dipikir pikir benar juga yang di katakan rocky gerung, memang cerdasnya"
3154.0,Di konoha susah membedakan pejabat dngn penjahat.....,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Konten ofensif,,"ada penggunaan kata yang kasar atau tidak sopan, namun serangannya belum jelas mengarah pada kehormatan individu atau identitas kelompok tertentu",,C2,7.0,53.0,di konoha susah membedakan pejabat dngn penjahat.....,di konoha susah membedakan pejabat dngn penjahat.,di konoha susah membedakan pejabat dengan penjahat.
4892.0,"Tanpa PDIP Jkw Bukan Siapa"", Tanpa Mega & Tanpa JK Jkw Ga Akan Jadi Apa"",
 Jadi Atas Kerusakan Yg Dibuat Jkw (PENDUSTA, PERUSAK KONSTITUSI, JUARA KORUPTOR KE 2 SEDUNIA, PEMALSU IJAZAH, HUTANG NAMBAH 200%, SEHINGGA SEKARANG PRABOWO HARUS BAYAR BUNGA UTANG 600T/Th, HUTANG POKOK 900T/Th, Jadi Ri Harus Bayar Hutang 1500T/Th) 
Jadi
Mega & JK Harus Tanggungjawab",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"komentar menyerang pribadi atau reputasi individu tertentu; karena objeknya personal, dasar anotasinya mengarah pada Pasal 27A UU No. 1 Tahun 2024",,C3,57.0,358.0,"tanpa pdip jkw bukan siapa"", tanpa mega & tanpa jk jkw ga akan jadi apa"", jadi atas kerusakan yg dibuat jkw (pendusta, perusak konstitusi, juara koruptor ke 2 sedunia, pemalsu ijazah, hutang nambah 200%, sehingga sekarang prabowo harus bayar bunga utang 600t/th, hutang pokok 900t/th, jadi ri harus bayar hutang 1500t/th) jadi mega & jk harus tanggungjawab","tanpa pdip jkw bukan siapa"", tanpa mega & tanpa jk jkw ga akan jadi apa"", jadi atas kerusakan yg dibuat jkw (pendusta, perusak konstitusi, juara koruptor ke 2 sedunia, pemalsu ijazah, hutang nambah 200%, sehingga sekarang prabowo harus bayar bunga utang 600t/th, hutang pokok 900t/th, jadi ri harus bayar hutang 1500t/th) jadi mega & jk harus tanggungjawab","tanpa pdip jkw bukan siapa"", tanpa mega & tanpa jika jkw tidak akan jadi apa"", jadi atas kerusakan yang dibuat jkw (pendusta, perusak konstitusi, juara koruptor ke 2 sedunia, pemalsu ijazah, hutang menambah 200%, sehingga sekarang prabowo harus bayar bunga utang 600t/th, hutang pokok 900t/th, jadi ri harus bayar hutang 1500t/th) jadi mega & jika harus tanggungjawab"
2203.0,"Kenapa ga ditolak sejak awal, malah diusung",Netral atau tidak terindikasi,Ambigu atau konteks tidak cukup,,"isi komentar menunjukkan adanya serangan personal terhadap orang tertentu, sehingga relevansinya lebih dekat dengan dugaan penghinaan sebagaimana dimaksud dalam Pasal 27A. dengan fokus pada pihak tertentu, bukan sekadar kritik terhadap kebijakan.",,C4,7.0,43.0,"kenapa ga ditolak sejak awal, malah diusung","kenapa ga ditolak sejak awal, malah diusung","kenapa tidak ditolak sejak awal, malah diusung"
6148.0,"Mungkin sirik, & sukanya coment😅",Ambigu atau konteks tidak cukup,Konten ofensif,,"Menyebut orang lain ""sirik"".",,C2,5.0,32.0,"mungkin sirik, & sukanya coment😅","mungkin sirik, & sukanya coment😅","mungkin sirik, & sukanya coment😅"
3704.0,"​ @JanyQiye selalu penderitaan rakyat yg jd alesan,, rakyat bangkit berusaha, bekerja dg smangat kalo mau tdk menderita,, suruh tuh RUU bikinan Jokowi disyahkan oleh DPR biar mampus para koruptor,, jd jgn slalu treak rakyat menderita",Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Indikasi penghinaan atau kebencian terhadap individu atau kelompok,Pasal 27A UU No. 1 Tahun 2024,"sasaran komentar tampak jelas mengarah ke individu tertentu dan terdapat ungkapan yang merendahkan atau menyerang kehormatannya, sehingga masuk ranah Pasal 27A",,C3,36.0,233.0,"​ @janyqiye selalu penderitaan rakyat yg jd alesan,, rakyat bangkit berusaha, bekerja dg smangat kalo mau tdk menderita,, suruh tuh ruu bikinan jokowi disyahkan oleh dpr biar mampus para koruptor,, jd jgn slalu treak rakyat menderita","​ selalu penderitaan rakyat yg jd alesan,, rakyat bangkit berusaha, bekerja dg smangat kalo mau tdk menderita,, suruh tuh ruu bikinan jokowi disyahkan oleh dpr biar mampus para koruptor,, jd jgn slalu treak rakyat menderita","​ selalu penderitaan rakyat yang jadi alesan,, rakyat bangkit berusaha, bekerja dengan semangat kalau mau tidak menderita,, suruh tuh ruu bikinan jokowi disyahkan oleh dpr biar mampus para koruptor,, jadi jangan selalu treak rakyat menderita"
2719.0,"Suka gaya bicara anies, bisa menyampaikan ide secara efekktif efisien",Netral atau tidak terindikasi,Netral atau tidak terindikasi,,"komentar ini tidak menunjukkan penghinaan, kebencian, atau serangan yang cukup jelas; isinya lebih berupa pernyataan biasa atau pendapat umum",,C0,10.0,69.0,"suka gaya bicara anies, bisa menyampaikan ide secara efekktif efisien","suka gaya bicara anies, bisa menyampaikan ide secara efekktif efisien","suka gaya bicara anies, bisa menyampaikan ide secara efekktif efisien"
