Komentar_preprocessed,Kode Label,label
kacau sudah lembaga penegakan hukum korupsi kalau ini benar.,C1,1
wah kalau itu sepaket sama buzzer komen sebelah bang nnti😂,C0,0
"gila yaa, setahun anggran 800 triliun..kemanain tuh duit",C1,1
orang partai golkar 😂,C4,4
apa mungkin itu setara dengan sekolah paket b atau paket sih jika di indonesia,C4,4
"mas gibran, gubernur jateng saja kemungkinan jadi besar sekali semoga mas gibran senantiasa sehat",C0,0
"ingat kita sekarang sudah masuk perang dingin jilid 2. dan di perang dingin sebelumnya juga kita sudah salah memilih (atau lebih tepatnya dipaksa milih) pihak - ingat soekarno dulu juga condongnya ke cina, lantas beliau dikudeta dan digantikan soeharto antek mamarika. tidak heran kalau sekarang akan terjadi lagi kejadian yang serupa, dan harapannya ya kali ini kita bisa memilih pihak yang benar.",C1,1
hahahahahahahaha,C4,4
"bersamaan dengan penerapan uu perampasan aset koruptor, seharusnya partai politik juga mulai dibiayai penuh lewat apbn dan diaudit secara rutin oleh bapak + kpk + dll. misalnya: setiap suara yang berhasil diraih, diberikan rp 1 juta untuk biaya operasional partai politik. sehingga, tidak ada alasan apapun bagi partai politik dan para kadernya untuk menerima gratifikasi & korupsi. 🇮🇩 nkri harga mati 🇮🇩",C2,2
menggadaikan kedaulatan dan ekonomi indonesia 😢,C0,0
iya benar . datangi rumahnya .. itu pas,C4,4
lose s.saya ini kadrun kok sakit hatiku tambah parah ya 🐩😘,C2,2
pekerjaan proyek yang tidak dipegang ahlinya pasti hancur dan sia2,C1,1
"dulu tedakwa korupsi berhasil lolos dengan praperadilan, langsung para koruptor melakukan hal yang sama biar bisa lolos dari hukum. kemarin pak tom lembong lolos dari hukum dengan membangun opini dikriminalisasi hukum. hal seperti ini nantinya juga akan dipakai para koruptor untuk lolos dari hukum dengan membangun opini dikriminalisasi hukum oleh pemerintah.",C3,3
"stop mbg, mbg proyek korupsi, uang rakyat habis di maling alih2 berkedok gizi.",C1,1
"dia main-main dengan kata toleransi, dan nasionalis, kurang ajar ini wedok",C3,3
indonesia tidak punya pemimpin yang bernyali yang tidak tersandra oleh kepentingan.. negara ini sudah hancur di semua lini. dari yang paling miskin sampai yang paling kaya.. dari yang paling lemah sampai yang paling kuat semuanya sudah hancur.,C1,1
20 ..ditempat kami 50 ribu harganya,C0,0
"​ pdip partai ""petugas"".",C2,2
"cinta memang tak selamanya bisa indah, cinta juga bisa berubah menjadi sakit begitu yang kurasakan ini perih hatiku tinggal kehancuran",C1,1
"saya pernah dengar owner umkm di daerah saya cerita bahwa untuk menjadi mitra mbg mereka harus menyetor dana minimal 50 jt, dan harga 1 porsi nasi bergizi lengkap tersebut hanya di hargai 15. ribu padahal untuk di daerah kami harga sayur saja bisa 2 kali lipat dari di pulau jawa, jadi die bilang ke kami, untungnya belum tentu dapat alias rugi. yang juga harus di setor kan ke sebuah rekening ( tidak dijelaskan ke rekening mana) karena owner pemilik usaha makanan kating ini menolak untuk bergabung menjadi mitra yang kebetulan pelaksanannya diatur oleh instansi pemerintah ( tidak mungkin dapat sbut sensitif😅) mereka juga nelaksanakan atas perintah dari kementerian yang ikut menyukseskan ini program 😂",C1,1
kenapa firli punya trek rekod yang buruk tpibrezim justru memakai terus bahkan masa jabatanya di perpanjang .ra waras,C2,2
ngotot. perampok memberikan makan maling! rakyat cuma tumbal😂,C2,2
benar sekali .bisa jadi musuh dalam selimut.,C4,4
pigai yang mantap❤,C0,0
saya kardun..biasa2 saja kalau maka lolosan gibran jadi cawapres..kalau dipikir2 benar juga muda tidak masalah..disamping puas2in keingian pak lurah dimasa akhirnya..kalau tidak menang..ngajuin ke jakarta juga boleh deh..asal jangan bawa-bawa piara buzzerrp jahat suka fitnah lawan politik.,C2,2
"memang benar pip ada malingnya ,bu dewan benar sekali",C1,1
"yang melarang anak /keturunan mantan pki menjadi tni itulah yang sesungguhnya komunis., karena dengan demikian dia tidak mempercayai takdir allah karena lahir mati ditangan allah siapa yang bisa memilih utuk di lahirkan dimana",C3,3
hentikan mbg..motong honor rt,C4,4
rusak nya syatu bangsa di tangan orang orang yang salah,C1,1
"tugas partai hanya ngusung saja sehabis itu keputusan tertinggi ada tangan presiden bukan ketua partai, coba melihat di amerika si trump memang trump pemimpin partai republik? bukan tetapi dia tidak diatur sama ketua partai republik,",C2,2
diprediksi prabowo tidk akan mencalonkan diri ya lagi pilpres 2029 nanti karena tidak ada dukungan dari psi jokowi atau karn sakit kemungkinan besar gibran jadi presiden 2029 2033,C4,4
"​ -p9p9b termul memang serba tau, tahu yang bayar tahu sekolahnya samsul . hebat kamu mul ngarangnya",C2,2
"salahnya dari komen diatas apa sih? kan benar jangan memainkan isi agama. ahok dikriminalisasi agama, anies dikriminalisasi masalah memandikan jenazah. kan sudah betul pernyataan komen diatas. kenapa kalian pada sewot? sudah tinggalkan semua cebong dan kadrun. muak",C2,2
"ibu ina benar sekali dari sebulan lalu hingga sekarang sidang tidak kelar, pertanyaan jaksa pun tidak berbobot. kacau",C1,1
kalau itu hanya rotasi biasa berarti partaimu sudah benar-benar bukan partai rakyat lgi.,C2,2
merusak suasana nanti,C4,4
jangan banyak bacot bu. saya lebih percaya dengan kerja mentri. dari pada kalian cuma bacot saja gaji besar menyebalkan,C2,2
"menuduh tanpa bukti itu fitnah, dan itu lebih kejam daripada pembunuhan",C4,4
selamat untuk turunan pki.orang tua maupun kakek nenek mwreka selalu bilang pki itu tidak salah,C3,3
"gila gaji dpr naik 3 juta perhari, saya pikir 3 juta sebulan, demi allah saya sebagai pembayar pajak tidak ikhlas dunia akhirat.",C3,3
"kalau mau debat sama termul itu hpembykanya ditanya dulu ""hari ini masih waras kan"" baru deh mulai debatnya biar kelihatan itu orang waras apa orang gila , 😂",C2,2
"anda bukan penyidik/detektif/pencari fakta valid, siapa pembisik anda sehingga bisa menjustifikasi. ??",C0,0
saya alhamdulillah masih bisa melihat dan bisa mendengar,C4,4
guys ayok full support ahok ❤,C4,4
"tentara terjun ke koperasi, polisi dikasih jatah urus mbg, benar-benar pembagian adil dan merata 😂",C0,0
woyy ingat umur..sudah banyak yang nyumpah in jelek ke anda woy ketua.dah ada sumpah i di do a kan jelek.tobat woy,C2,2
"mayor teddy prestasi nya nampang, narsis penampilan itu sudah prestasi yang luar biasa mungkin",C2,2
​ saya tidak mau menghalangi imajinasi pikiran anda.. 😅,C0,0
memang pki sekarang sudah bubar tapi prilaku tindakan anarkis intimidasi memaksakan kehendak sifat mementingkan ego tak mau tahu dengan hak dan kewajiban orang lain inilah prilaku dan ideologi yang secara terang2an mengingkari hati nurani masih hidup subur,C3,3
biang keladi ini yang merusak keutuhan persatuan rakyat,C3,3
"mirip nya media , ternak buzzer kumpulnya disisni",C4,4
-tn7df percaya odgj kasihan kamu,C2,2
pak amin rais bukan sebatas tokoh reformasi kalau 🐢tokoh reformasi sangat banyak bahkan sangat banyak yang mengaku tokoh reformasi atau menokohkan diri dan ditokohkan pengikutnya seperti gusdur megawati dan banyak lagi jadi yang benar pak amin amin rais bapak reformas,C0,0
"kurang pekerjaan amat jadi buzzer bos, mending bela harga diri sendiri dan keluarga lebih penting ketimbang bela bela in orang lain, dan bohongin banyak orang banyak wkwkwkwkw",C2,2
"justru kamu lah yang berhasil dibodoh2i ditipu dengan media2 sampah yang terafiliasi oleh yayasan milik george sor*s, terafiliasi dengan orang-orang imf, dan kaki tangan operasi intelligent dari negara sing*p*ra. mereka diluar sana itu tidak mau indonesia ini menjadi negara maju, mereka ingin negara ini tetap kerdil, tetap hancur..biar mereka bisa dapat cuan besar dengan kekacauan di indonesia. paham lu?? indonesia cuan besar, surplus dagang :",C3,3
"awal jadi wakil presiden sudah kriminal dengan memalsukan ijazah & uu, tentu saat menjabat semua tindakan & kebijakannya konyol dan bodoh semua.!",C3,3
kita tidak tahu duduk masalah yang sebenarnya. lebih baik kita serahkan saja kepada penegak hukum. jangan membuat narasi narasi masyafakay jadi bingung.,C1,1
"kita juga harus lihat sejarah pdip di dirikan oleh bu mega dalam proses pemberontakan rezim orba bersama mahasiswa, dengan tujuan reformasi dan demokrasi. pemilu pertama lahir di era bu mega. capres yang di tunjuk adalah kader terbaik. bukan keluarga atau anaknya. malah kader pdip digoda partai lain buat jadi wakil 😅😅 dan kita juga harus ingat sejarah pdip dengan idiologi yang kuat konsisten di luar pemerintahan menjadi oposisi di era pak sby. psi adalah partai baru dengan promosi akan membawa harapan baru, dengan claim partai anak muda, semoga capres nya tidak tua ya psi 😁😁",C0,0
"bagaimana kabar nya sekarang ? dibayar kontan koruptor merajalela, pengangguran makin banyak, rakyat di peras dengan pajak2, pabrik banyak tutup, phk massal, belum kebijakan2 tidak masuk di akal",C1,1
"partai satu satunya yang kerjanya cuma nyinyir pak anies ,",C0,0
jika tidak terbukti asli pasti kamu setuju dong gerakan gerombolan roy suryo masuk penjara?,C4,4
mengapai bayar pajak lah. jadi mangkin malas bayar pajak😅,C0,0
"-b6g lebih kasihan rakyat indonesia. tidak dapat uu perampasan aset koruptor, malah dapat uu perampasan aset rakyat",C3,3
walaupun ada yang dulu ada yang membantu tidak mungkin jokowi ada timvalbaliknya bagaimana ganjar pranowo dengan pikiran tenaga dan waktu tetapi pak jokowi tidak peduli orang bilang maling kundang,C3,3
adi sendiri jakowi,C4,4
partai salah input.,C4,4
"jokowi kacang lupa kulit, tidak tahu berterima kasih dan balas budi. bahkan parahnya, jokowi berkhianat kepada pak jika dan bu mega yang telah membawa, mengusung dan membesarkannya.",C1,1
"sombong dengan gaya mafia,bahwa ya sudah merasa orang terkaya sehingga dia merasa mampu membayar para bekibgannya,dan akhir nya rumahnya pun hancur dan barang barangnya pun habis di jarah ini bagai tindakan sang dewan siapa yang mau di penjara,ulah kesombongannya,allah sudah murka kepada orang yang sombong,",C3,3
"saya suka bung fahri ini..sampai2 ingin gabung partai gelora..tp tidak tahu partai gelora nya mau apa tdk,,wkwkwk",C0,0
"mau asli atau tidak bukan masalah, beliau tetap presiden terbaik, dbandingkan kamu kontribusi untuk negara ini apa, cuma banyak bacot saja",C2,2
😊aku sakud dengan ktbhan hati nanda yang tbh wlupun banyak hlangan dan rintangan yang menghalanginya namun nada selalu merima. dengan santai dan senyum smin,C0,0
umurmu hlo berapa kok bicara makin kesini makin kacau ?,C2,2
penjahatnya tentu kaum yang dijungkirbalikkin kepentingannya oleh nadiem saat jadi menteri. sekarang mereka balas dendam,C1,1
"saat gibran lagi jalan / jalan walkot surakarta, pks yang berpotensi mengusung lawan gibran, dikucilkan tak bisa gandeng parpol lain. semua parpol kecuali pks dikondisikan kekubu gibran maka muluslah jalan. tetapi gibran emoh melawan kotak kosong maka tiba-tiba muncul tukang jahit yang kebetulan tetanggaku dari jalur independen sebagai lawan gibran. kapan forum keadilan atau pun madilog mengundang pak dharma pongrekun. kita perlu tahu cara elite dajjal memanipulasi pikiran manusia yang beragama, pak dharma banyak tahu hal itu",C1,1
mpok2 sedang dagelan wayang..,C0,0
"astaga! 23 warga koja keracunan usai santap nasi kotak dari psi. warga rw 06, kelurahan koja, jakarta utara keracunan setelah menyantap nasi kotak yang dibagikan petugas partai solidaritas indonesia (psi) pada minggu (24/10/2021) sore. sebanyak 23 warga keracunan setelah menyantap nasi kotak yang berisi lauk telur, sayur buncis dan tempe orek dan dibawa di igd rumah sakit koja. xxc",C2,2
maklum andika itu anak . itu lah kenapa ia di tunjuk jokowi jadi panglima yang jelas sekarang nkri sudah dalam keadaan bahaya,C3,3
kadrun itu apa?,C4,4
banyak orang jahat yang menduduki kursi kursi jabatan di lembaga pemerintah indonesia makanya pak nadim disingkirkan dan dikriminalisasi,C1,1
"astaga! 23 warga koja keracunan usai santap nasi kotak dari psi. warga rw 06, kelurahan koja, jakarta utara keracunan setelah menyantap nasi kotak yang dibagikan petugas partai solidaritas indonesia (psi) pada minggu (24/10/2021) sore. sebanyak 23 warga keracunan setelah menyantap nasi kotak yang berisi lauk telur, sayur buncis dan tempe orek dan dibawa di igd rumah sakit koja. sih",C1,1
"kalau aparat jujur, mungkin saat ini mlyn sudah di jeruji",C4,4
"mudah² semua warga negara paham, tersadar, dan melakukan tindakan dengan penjelasan ibu liem., karena seperti inilah sektor pemerintahan. orang baik, orang pintar pasti jadi tumbal pihak mafia yang berada di dalam pemerintaha. allohuakbar",C0,0
sama saya juga tidak percaya,C0,0
kayaknya lagi ada yang membicarakan diri sendiri ini 😁,C4,4
tdk.waktu hj.hisam mmberantas mafia pangan justru si wapres yang nyinyir.jadi brsebrangan.selagi untuk kbaikn bangsa ya bagus.,C0,0
parah termul,C2,2
pak jokowi bukan ketua partai boss..dan juga bukan pengurus partai.sedangkan prabowo adalah ketua umum partai gerindra.,C0,0
"sebenarnya titik terparah adalah, mereka para mafia seenaknya dihadapan rakyat terang terangan bermain aturan. tahi dijakan emas saja bisa asal mereka mau, level pengadilan tertinggi maka saja diacak2, apa lagi yang dibawah2nya miris sangat",C3,3
lebih kasihan lagi wan yohanes ngambang.. bacapres bisa gagal maning..ha.kualisi sama partainya sengkuni saja tu..partai umat sengkuni indonesia.ha,C2,2
sehat selalu pak prabowo bawa indonesia lebih baik,C4,4
omong opohh-h,C4,4
bahas reformasi polri please kapan ganti itu kapolri.,C2,2
​​ -i8f antek aseng bukan asing om,C2,2
namanya juga perwira salon 😅,C0,0
susupi ? cari di mana anak baru tamat sama anggota pki,C4,4
"-u3s menyalahkan boleh, tetapi omonganmu ketinggian, tak akan mungkin kudeta,.apanya yang dikudeta..kostrad dibelakang dan masih kompak. memang kasus teddy itu salah besar,.dan semestinya tidak ajudan terus, dia ini selayaknya di satpur..",C1,1
parah kpk😮,C1,1
"sangat berintegritas, dan berkualitas,ahok,",C0,0
tidak mungkin mas gibran jadi cawapres prabowo,C0,0
"​ bro, ahok sudah dihukum penjara 2,5tahun. karena bukan dianggap kasus kriminal, makanya ahok ditahan di mako brimob. salam nkri salam bhinneka tunggal ika salam pancasila",C0,0
"si hensat itu hanya lucu lucuan saja tidak pakai data , lupa ya kemarin prabowo tidak mungkin menang kalau tidak sama gibran",C4,4
"soal pejabat"" yang koruptor kamu tidak koar.",C3,3
ini namanya jika membuat masalah baru seharusnya mantan orang nomor 2 di infonesia bicaranya harus di jaga jangan betkata memancing masa emosi 1 bbm harus naik kalau tidak bulan juli agustus akan keos 2 menistakan agama apalagi bukan agama yang dia anut 3 jangan ikut ikutan mengatakan kata kata termul itu tidak pantas dia ikut ikutan nyebut kata kata termul,C1,1
😂 si anis. manusia model begini di bilang cerdas😂😂 di jawab jadi kayak orang dongo😂,C2,2
cuma ada dua kemungkinan : 1. jaksanya telah disuap 2. jaksanya terindikasi stunting,C2,2
"buat netizen yang maha pintar dan sopan, membaca dulu deskripsinya!, ini acara perayaan anniversary pdip ke 50!, namanya acara perayaan/pesta tidak mungkin bahas yang serius - serius!, intinya bu mega lagi roasting kadernya, kayak melawak/melucu, kalau tidak lucu buat orang luar ya wajar, karena tidak paham apa maksud si mega, jokes ini hanya untuk orang dalam partai saja yang paham.",C1,1
"hancurkan petugas partai,",C2,2
"sahroni ini manusia tetapi tidak ada prikemanusiaan , orang ini propokator masalah adanya demo, ada seorang dewan bicaranya seperti tidak ada orang cuma sahroni yang hidup di dunia ini, mungkin sakroni kalau mati maunya gali kuburan sendiri, tolong kalau bicara jangan arogan karena jadi dewan kalian dulu rakyat biasa juga bos, salam settong dheri dari madura",C1,1
bang akbar tidak bikin partai ?,C0,0
"kapan indonesia maju kalau begini terus. uang pajak dari rakyat malah dipakai buat gaji mereka.. negara tetangga kita malaysia malah lebih maju, karena para pejabat nya tidak gila uang, dan tidak korup seperti di indonesia",C3,3
profnya kurang jelas.,C4,4
"dan di survey oleh lembaga sure pay si denny saja dengan tingkat kepuasan 80% ( cebong semua dari 1200 orang yang di survey) , penduduk indonesia 270-280 juta.!🤪🤣",C3,3
"itu penugasan oleh prabowo kontraktor jadi subkon saja dihargai 1 sama per lokasi, entah berapa dari pemerintah selisihnya apa dumakan tentara sendiri dan prabowo tidak paham apa apa",C0,0
mungkin cita cita mereka tercapai.. makanya joget-joget. ketika meminta pilih janji manis setelah jadi joget,C4,4
anis jangan kan jadi presiden jadi ketua rt saja tidak layak.,C3,3
ngabalin 2 😂😂,C4,4
bisa apa dia,C4,4
setuju firli harus di nonaktif kan demi untuk menyelamatkan kpk dari oknum mafia dan koruptor,C1,1
memang ada program pemerintah sekarang yang ga' gagal disain. 😂🤣,C1,1
sang komando roy suryo,C4,4
😂 ganjar pranowo ri 1,C0,0
​ -gs9qv memang susah menghilangkan sakit hati wkwkkw,C2,2
pertanyaan saya kenapa kasusnya mirip besar sangat gini? sampai disidang petinggi2. spesial kah siswa yang gagal itu?😮,C0,0
"anda mendukung penangkapan pendemo yang anarkis.tapi anda tidak mendukung kpk melakukan tidak ott, justru anda mengatakan kpk kalau mau ott harus izin sama ketua partai.kocak!!",C1,1
"mengapa ya kalau anggota keluarga jou-know-who yang usahanya sering bangkrut dan tiba-tiba bisa beli klub bola + partai itu tidak pernah dicurigain, sementara rakyat yang baru jual tanah semeter langsung digali ya asal uang/tanahnya 😂",C4,4
"oknum itu ketika minoritas, a few of.. kalau mayoritas bukan lagi oknum, karena itu di negara ini yang menjadi oknum adalah orang yang bersih.",C1,1
hancur dan tidak ada damai negeri ini selama masih ada relawan2 dan buzzer2 jokowi yang menjelma menjadi relawan dan youtuber nusantara binaan jokowi sangat masif,C3,3
"seharusnya kantor dan pemilik survey dinepalkan saja karena mereka telah menjadi media pengumbar kebodohan,kebohongan sekaligus penipuan. silakan di nepal kan🇮🇩😡",C4,4
ikn di manfaatkan untuk penjara koruptor saja gemana,C1,1
buka comment isinya buzzer semuanya:),C0,0
"loh kan dalam pernyataannya prabowo sudah menjawab pertanyaanmu "".dan kalau hukum masih mengijinkan.."", pernyataan itu hasil kerja siapa? presiden sendiri loh yang bilang jika mantan koruptor masih diberi kesempatan untuk nyaleg. jawaban itu sebenarnya telak, hanya saja prabowo mampu menyampaikan pernyataannya secara elegan dan mampu mengontrol emosinya..",C3,3
selama kantong pakaian pejabat yang tidak punya rasa malu menghadap keatas maka korupsi di negeri ini tetap berlanjut kecuali uud hukuman mati bagi koruptor di berlakukan,C2,2
wah gaji bersih sebersih dosa fir aun hahahaha lawak lawak 😂,C2,2
"penegak hukum bobrok seperti itu apa bedanya dengan koruptor? indonesia darurat koruptor 💪 "" uu perampasan aset koruptor"" harus segera di sahkan 💪 jangan tunggu sampai rakyat marah 💪",C2,2
"senang melihat seorang tokoh yang adil makmur sentosa, terlihat dari perkembangan tubuhnya walau mungkin peninggiannya sih tetap nampaknya.",C4,4
"psi di era grace dan giring tidak mau berkoalisi dengan partai lain tetapi dukung orang yang diusung partai lain, beda dengan kaesang yang mau bersilaturahmi dengan partai lain tanpa harus menunggu partai lain ke psi terlebih dulu",C1,1
kalau jelas-jelas tidak masuk akal maka perlu dibahas secara akademik dan jika benar-benar tidak jelas maka jaksa dan hakim harus diproses secara hukum dipenjara/dipecat.,C1,1
masa gila kok gagah heeran,C2,2
dasar hukum. mafia minyak goreng sampai sekarang saja susah. mengurusi dasar hukum yang model bagaimana kalau minyak goreng langka.,C1,1
"​ , yang susah di atur negara kita kebanyakan termul buzzer2 taming kekuasaan piaraan dinasty genk oslo",C3,3
😃,C0,0
"kpk di era ini seperti nya cuma alat politik . lawan disikat ..kawan lewat .. seharus nya kata korupsi di ganti saja dengan istilah lama yaitu ""maling uang rakyat "" ( mur ) .. biar kalau negara tidak becus menghukum mereka ..serahkan sama rakyat saja pasti beres . tidak perlu masuk sidang .pasti selesai . dan akan menciptakan effect kapok sekapok2 nya .",C2,2
"semoga tni tetap dijalurnya, dengan tanpa disusupi pesanan, proyekan yang dilakukan oknum2",C0,0
"langsung saja antri ke pabriknya biar rame. jangan ngereportin pangkalan karena pangkalan sudah punya wakil namanya warung pengecer, dan dari warung pengecer lari ke warga. ini mentri bicara bukan pakai mulut tetapi pakaidengkul",C0,0
kadrun kepanasan.😆,C2,2
memang boleh se halu ludah itu😂,C4,4
itulah mantan mentri yang suka maling panci,C3,3
"nice.. artis masuk politik jadi dpr, konyol kalau mereka tidak punya dasar politik.. seperti untuk know laahh.. sudah mending di entertain saja mereka",C3,3
mantap bicara etika tetapi sangat tidak punya adab si anis.,C3,3
bagaimana pertanggungjawaban perangkat desa atas pemakaian dana desa untuk pembangunan bangunan koperasi merah putih?,C0,0
itulah kenapa harus menggunakan litsus lebih obyektif. karena tidak semua keturunan pki berpaham komunis. jadi kalau yang diblok keturunan pki itu subyektif.,C1,1
tujuan mbg itu bukan untuk memenuhi gizi anak bangsa.tapi hanya untuk mensejahterakan para pejabat2 sekitaran prabowo..😢,C3,3
"mung azis infastruktur untuk apa mndhulukn itu semua kalau rakyat kemiskinan tidak bisa di tanggulangi, jangan kan beli mobil makan saja susah. jadi siapa yang akan menikmati tol itu, untuk apa tol banyak kalau rakyat miskin saja masih bnyak, harusnya ciptakan lapangan kerja dan krgi impor serta tolak tka, lihat pershaan pertmbangan jutaan tka masuk smntara pribumi ngelmar kerja disana tidak ditmrma. saya mngaju kan pendpt ini tolong pertimbngkn pilihan masing-masing tolong melihat sejarah memperjuangkn bangsa. 01 02 punya klbhan masing-masing .",C1,1
"zmengapa kita memang benar kita ini dalam merdeka dengan domokrsi yang digembar gemburkan ,tepi rakyat hanya mampu berdemontrasi.koropsi menjad jadi,,aneh? sidtem pemilu harus duroba.yg memang benar-benar hak rayat,harud diutamakan ,dripada wakil rakyat, kalau tidak nampu rakyat wajib mengambil ali h dari wakilnya karena tampu menjalankan tugas yang bak? !",C1,1
maling. periksa. maling. 😂😅😊,C3,3
akbar saja sampai salut dan sebut dari dulu ahok menggila menolak pemberian oleh2 sekalipun karena terlalu jujur,C2,2
"terus kami rakyat harus percaya sama siapa lagi, selalu begitu dan begitu, disetiap masa kepemimpinan ketua pasti berkahir duka, apa yang salah dengan sistemnya, apa mungkin sistem di cina sana kita terapkan di negeri ini",C1,1
survey khudori.survey jilatan maut.posisi staff khusus istana..gilaa,C2,2
"logika sederhananya, berarti kejaksaan juga ada yang bermain. bisa jadi kejaksaan disogok oleh mereka-mereka yang terlibat. wajib diperiksa",C1,1
"diskusi ini adalah signal bahaya hancurnya sendimen pertahanan negara, dimana bukan hanya isu melainkan grand desain yang sudah di buat sedari awal oleh para penjahat elit negara yang duduk di pemerintahan.",C1,1
anis raja bohong sangat memuakkan,C3,3
kayaknya jusuf hamka dipersiapkan justru untuk menjegal ahok.,C4,4
"mungkin sirik, & sukanya coment😅",C2,2
"tak mungkin jomblo ,mengapa ? faktor ketumnya sudah jelas kemana kecendrungannya.",C4,4
mayoritas rakyat indonesia sudah mengetahui gibran jadi walikota solo tidak sah dengan cara licik mengkriminalisasi/menjegal calon kuat pesaingnya dengan dicovidkan .. ini bukti nyata aparat negara ikut bermain jadi kakitangan gibran-jokowi alias termul .. pertanyaannya .? .tidak adakah segolongan orang baik-lurus yang mampu mengadili-menghukum jokowi &termul2nya.,C3,3
salam mantaf 🐱,C4,4
psi partai masa depan. harapan rakyat jujur,C4,4
"​ harusnya dimintai pertanggung jawaban untuk seluruh rakyat dan kak r i,",C4,4
siapa yang cocok ?,C4,4
saya samasekali tidak merasa punya wakil peresedin gibetan. tuh,C0,0
"maju terus pak zul, ayo bersatu padu untuk nkri. hati hati dengan pengkhianat bangsa, melihat saja arah kebijakannya. kawal para pejuang ri.",C3,3
"tidak jelas,yg kamu maksud itu siapa, terus kata-kata laknat kok mirip ustad gila,atau jangan-jangan kamu muridnya,pantes",C3,3
"engak pada malu ya sudah bapak2 yang bangga nya , sudahlah di dpr ri itu gudang nya para mafia berdasi korupsi , masyarakat juga sudah tahu itu . pemangilan para pejabat menteri itu hanya kamuflasenya dpr saja biar dilihat kerja padahal nantinya juga meminta jatah sama menteri yang di panggil ..",C2,2
semua kebijakan kdm atas restu ketua partai nya lahh.. kdm mana berani macam-macam tanpa restu pak ketum,C1,1
"gibran itu kemampaunnya mungkin bisa lebih dari pak jokowi, kesabarannya, sopan santunnya, kecerdasannya, integritasnya, jadi gibran diajak debat hal yang mudah, ringan",C4,4
keluarga jokowi adalah keluarga mafia.bahkan pdip pun di kadalin.yang sudah kadal saja dikadalin.,C3,3
yang penting tidak korupsi🤐 undang-undang penyitaan aset untuk koruptor segera disyahkan.,C0,0
bukan menikam kali sebalik nya pak prabowo nya tidak berani tegas sama maling maling di negeri ini justru sekarang cenderung bergabung dengan mereka yang tadi nya pidato nya mau kejar para maling sapai kutub sekali pun nyata nya malah sebalik nya begitu hormat sama mereka bahkan sekarang gabung sama asing bukan hanya atek atek nya saja,C3,3
"ada cerita.. aparat desa, terdepan memfollow up untuk mewujudkan koperasi merah putih di desa nya.. singkat cerita semua proses nya lewat tni.. ternyata dana pembangunan nya koperasi merah putih, besar potongan nya.. wah sudah ng amanah lgi.. gila nya lagi koperasi merah putih diambil dari dana desa.. wah wah. sudah ng bener.. parah..",C3,3
"makanya siswa yang bermasalah harus dikeluarkan, jangan sampai ketika sudah menjadi anggota, malah bermasalah. tetapi faktanya. netizen membela siswa yang bermaslahm",C0,0
sak karepmu dewe wae..,C4,4
"para garong menari diatas penderitaan rakyat, pki muncul dieta prabowo.",C3,3
untung tidak kepilih 😂 kalau kelpilih bangsa ini lebih lebih rusak😂,C1,1
"bpip tinggal bpip, berjalan enggak, dring2 pancasila ? nkri harga mati? mulut bicara hati nurani tidak ada percumah, itu gaya komunis, maling teriak maling, dipikir pikir benar juga yang di katakan rocky gerung, memang cerdasnya",C3,3
"setuju, saya jawa (jogja) tetapi saya lebih respek terhadap mereka itu. yusril, fahri dll. karena faktanya politikus/pakar² yang ""jawa"" sebagian besar pada tumpul otaknya karena sudah terkontaminasi materi dll. belum lagi yang kyai mengaku budayawan, romo mengaku budayawan, jurnalis mengaku budayawan, seniman bodoh mengaku budayawan setiap 5 tahun sekali muncul ke permukaan. dan teriak² seolah negeri ini akan hancur kalau salah satu calon menang dalam pipres, mereka jawa semua.! tetapi memalukan. hidup 🇮🇩",C3,3
"​ betul..pembohong berjilid jilid dapat jokowi tidak dilindungi allah, bahkan kena karma.. sudah terbukti.",C3,3
menarik sih gagasan psi semenjak dipegang kaesang,C0,0
apaan sih banteng2 ? apa tidak ada yang lain ?,C4,4
"halo manusia kuno, saya dari masa depan.. lagi kunjungan ke masa sengsara kelam indonesia",C2,2
"negara kita pasti akan menjadi maju dan hebat di mata dunia asalkan yang memimpin anak-anak asli pribumi indonesia, jadi mari kita semua rakyat bersatu dan bertekat untuk menjaga nkri kita ini agar selalu di pimpin oleh anak-anak asli pribumi indonesia menjadi presiden seperti selama ini, kita jangan sampai lengah dengan anak-anak keturunan bangsa lain walau pun sudah menjadi wni karena mereka akan sangat berambisi juga untuk menjadi pemimpin di nkri kita ini, kita anak-anak bangsa asli pribumi indonesia harus selalu bersatu dan bergotong royong untuk menjaga nkri kita agar jangan sampai di pimpin oleh anak-anak keturunan bangsa lain. merdeka 🇮🇩 ku.",C3,3
tampa partai politik pun jika mnyatu pada masyarakat pasti akan menjadi pondasi yang sangat kokoh dan tak mudah ada profokasi,C0,0
"koperasi merah putih dan mbg beberapa instrumen yang dibutuhkan dalam upaya indonesia swasembada pangan, air, dan energi yang berkelanjutan. indomaret dan alfamaret mulai merambah sampai pelosok bumi nkri mereka diam seribu basa😢",C0,0
ketua partai perlu tempat buat main main,C1,1
"presiden surabaya dimasa tuanya masih memikirkan masa depan negaranya, respect",C0,0
"senang banget, lucu sekali podcast ini. mas kaesang fokus entertain saja mas, tidak usah ikut politik 😢",C1,1
presiden nya teddy,C4,4
​ para monyt memang mereka,C0,0
"​ biarin, saya sudah pernah merasakan rezim otoriter. tidak buruk buruk amat",C1,1
